Position (mm);10 x 10 MLC parked X d10cm (LR);10 x 10 MLC parked X d10cm (GT);10 x 10 MLC parked Y d10cm (LR);10 x 10 MLC parked Y d10cm (GT);10 x 10 MLC defined X d10cm (LR);10 x 10 MLC defined X d10cm (GT);10 x 10 MLC defined Y d10cm (LR);10 x 10 MLC defined Y d10cm (GT);10 x 10 MLC defined X d15cm (LR);10 x 10 MLC defined X d15cm (GT);10 x 10 MLC defined Y d15cm (LR);10 x 10 MLC defined Y d15cm (GT);10 x 10 MLC defined X d20cm (LR);10 x 10 MLC defined X d20cm (GT);10 x 10 MLC defined Y d20cm (LR);10 x 10 MLC defined Y d20cm (GT);10 x 10 MLC defined X d25cm (LR);10 x 10 MLC defined X d25cm (GT);10 x 10 MLC defined Y d25cm (LR);10 x 10 MLC defined Y d25cm (GT);5 x 5 MLC parked X d10cm (LR);5 x 5 MLC parked X d10cm (GT);5 x 5 MLC parked Y d10cm (LR);5 x 5 MLC parked Y d10cm (GT);5 x 5 MLC defined X d10cm (LR);5 x 5 MLC defined X d10cm (GT);5 x 5 MLC defined Y d10cm (LR);5 x 5 MLC defined Y d10cm (GT);15 x 15 MLC parked X d10cm (LR);15 x 15 MLC parked X d10cm (GT);15 x 15 MLC parked Y d10cm (LR);15 x 15 MLC parked Y d10cm (GT);15 x 15 MLC defined X d10cm (LR);15 x 15 MLC defined X d10cm (GT);15 x 15 MLC defined Y d10cm (LR);15 x 15 MLC defined Y d10cm (GT)
369;0.000948739;0.000909866;0.001373661;0.001370502;0.000726947;0.000686122;0.000844433;0.000820143;0.001014547;0.000966763;0.001129304;0.001122108;0.001396479;0.001350628;0.001544914;0.001494484;0.001872197;0.001827715;0.002001544;0.002004363;0.000304083;0.000268103;0.000533376;0.000478554;0.000329234;0.000271491;0.000379887;0.000331522;0.001763821;0.00175453;0.002520599;0.002553762;0.001444507;0.001396258;0.001622821;0.001609163
371;0.000918193;0.000906599;0.001353197;0.001360896;0.000721283;0.000656099;0.000826289;0.000800983;0.001006444;0.000935773;0.001130176;0.001116855;0.001373337;0.001345252;0.001533357;0.00148365;0.00186104;0.001689383;0.002004593;0.001955116;0.000302383;0.000254956;0.000520042;0.000462614;0.000318586;0.000276441;0.000381326;0.000346017;0.001732375;0.001687176;0.002518489;0.0025057;0.001403067;0.001337067;0.001614238;0.001508779
373;0.000907868;0.000893739;0.001337257;0.001361312;0.00070756;0.000653396;0.000831129;0.000787825;0.000995649;0.000918984;0.001095802;0.001079279;0.001318614;0.001276848;0.001488232;0.001461477;0.001859758;0.001691417;0.001988297;0.001988307;0.000295539;0.000241099;0.000512194;0.000462035;0.000324865;0.000262343;0.000375825;0.000331922;0.001687138;0.00164853;0.002479955;0.002452197;0.001382117;0.001333413;0.001574513;0.001502722
375;0.000895773;0.000867526;0.00130449;0.001310492;0.000686196;0.000642314;0.000817451;0.000775138;0.000985291;0.000905098;0.001096437;0.001043918;0.00133777;0.001278738;0.001469223;0.001385156;0.001812178;0.001622681;0.002005953;0.001952824;0.000287721;0.00025512;0.000512759;0.000448446;0.000333801;0.000262343;0.000392865;0.000333338;0.001690317;0.001660773;0.002470671;0.002452197;0.001343523;0.001288316;0.001576962;0.001470595
377;0.00088452;0.000843395;0.001291023;0.001295965;0.000672919;0.000629375;0.000794929;0.000764616;0.000954034;0.000885591;0.001093826;0.001044797;0.001316712;0.001254625;0.001447826;0.001435006;0.001775673;0.001589084;0.001904173;0.001883632;0.000274875;0.000240935;0.000501404;0.000449011;0.000324462;0.000262187;0.000362697;0.000314811;0.001658407;0.001605017;0.002450554;0.002384833;0.001331623;0.001286556;0.001519821;0.001462029
379;0.000872449;0.00083129;0.001261072;0.001271179;0.000685059;0.00060383;0.000794285;0.000750113;0.000915669;0.00088122;0.001078163;0.001045102;0.00129231;0.001229389;0.001421841;0.001337246;0.001774228;0.001624574;0.001904173;0.001849258;0.000287721;0.000241249;0.000501404;0.000435125;0.000326805;0.000261889;0.000376653;0.000314588;0.001622869;0.001566085;0.002401635;0.002373018;0.001288583;0.001239352;0.001544641;0.00142782
381;0.000834702;0.000817962;0.001256848;0.001245639;0.0006597;0.000604531;0.000796171;0.000749306;0.000916422;0.000848892;0.001078163;0.001027689;0.001267944;0.001205991;0.001421841;0.00133258;0.001707251;0.001591398;0.001902647;0.001813332;0.000274018;0.000240635;0.000474276;0.000434856;0.000324462;0.000248058;0.000372411;0.000314155;0.001596894;0.001556068;0.002359642;0.002336926;0.001296853;0.001204603;0.001506893;0.001428594
383;0.000831784;0.000793752;0.001211603;0.001233403;0.000661857;0.000593016;0.000768037;0.00074884;0.000897324;0.000833279;0.001040927;0.001009092;0.001218154;0.001181521;0.001351813;0.001309411;0.001673763;0.001495868;0.001878158;0.001848741;0.000273151;0.000240935;0.000474276;0.000421011;0.000333801;0.000247917;0.000362697;0.000314811;0.001561401;0.001521977;0.002327825;0.00228845;0.001223751;0.001183241;0.001498172;0.001403832
385;0.000819712;0.000779747;0.001223975;0.001221192;0.000647001;0.000591243;0.000770457;0.000738259;0.000880447;0.000818769;0.000992001;0.000990189;0.001219175;0.001157102;0.001374458;0.001288077;0.00164575;0.001487171;0.001832998;0.001745618;0.000259497;0.000226327;0.000489892;0.000421266;0.000336185;0.000233067;0.000364781;0.000315703;0.001514085;0.001496298;0.002305987;0.00228845;0.001215278;0.00116788;0.001502392;0.001393559
387;0.000780593;0.00076694;0.001185919;0.001184119;0.000647531;0.000567098;0.000760036;0.000711199;0.000864262;0.000814471;0.001006225;0.000991067;0.001172324;0.001158124;0.001327039;0.001313972;0.001573348;0.001487592;0.001832998;0.001748205;0.000274018;0.000226764;0.00048784;0.00042206;0.000324462;0.000247635;0.000352779;0.00031548;0.001503338;0.001484495;0.002280644;0.002231345;0.001211038;0.001144598;0.001420908;0.001345955
389;0.000769823;0.000743121;0.001193666;0.001170841;0.000635359;0.000565116;0.000721551;0.000724705;0.000881186;0.000813552;0.001024394;0.000993664;0.001217148;0.001135646;0.001303348;0.001234191;0.001609519;0.001423554;0.001735778;0.001708731;0.000259497;0.000226764;0.000470276;0.000394087;0.000326805;0.000247776;0.000378808;0.000300244;0.001467833;0.001436581;0.002233667;0.002194683;0.001201682;0.00112161;0.001425823;0.001345234
391;0.00077115;0.000731199;0.001177383;0.001146342;0.00062265;0.000567427;0.000733778;0.000698515;0.000862836;0.000797168;0.001009407;0.000952231;0.001169406;0.001087931;0.001328075;0.001236393;0.001543737;0.001390448;0.001703736;0.001710726;0.000260315;0.000226764;0.000458776;0.000407421;0.000308164;0.000233192;0.000368985;0.000300244;0.001434377;0.001425192;0.002205564;0.002193466;0.001156526;0.001109209;0.001424834;0.001329784
393;0.000757653;0.00072922;0.001126893;0.001108878;0.000621642;0.000552865;0.000734351;0.000698879;0.000862836;0.000779608;0.000953448;0.000952231;0.001098171;0.001083487;0.001255965;0.00121553;0.001510156;0.001390869;0.001670286;0.001707696;0.000261129;0.000212593;0.000458776;0.000393845;0.000310364;0.000233067;0.000354786;0.000300677;0.001441046;0.001402024;0.002174843;0.002172324;0.001153289;0.001097101;0.001404037;0.001298031
395;0.000744157;0.000717506;0.001114511;0.001107212;0.000609439;0.000541263;0.000723255;0.000685804;0.000810003;0.000746252;0.000955699;0.00091897;0.001120694;0.001060345;0.001255965;0.001185861;0.001508921;0.001358535;0.001666367;0.001637099;0.000261964;0.000226764;0.000456809;0.000408699;0.000324462;0.000233333;0.000348742;0.000301319;0.001417436;0.001355664;0.002160029;0.002125687;0.0011311;0.001074673;0.001366424;0.001298031
397;0.000718492;0.000691917;0.00109152;0.001073653;0.000595768;0.000528964;0.000708753;0.000673093;0.000791753;0.000728472;0.000937577;0.000900182;0.001075523;0.001035977;0.001233237;0.001161172;0.001471733;0.001357763;0.001671636;0.001568794;0.000248174;0.000212456;0.000441519;0.000394329;0.000312583;0.000232926;0.000346799;0.000270415;0.001348488;0.001342359;0.00211171;0.002078454;0.001127921;0.00104011;0.001366424;0.001286583
399;0.000707516;0.000668359;0.001101223;0.001072039;0.000584542;0.00051489;0.000720975;0.00067505;0.000792392;0.000728692;0.000921654;0.000883991;0.001071983;0.001011864;0.001234214;0.001162168;0.001439445;0.001329286;0.00160224;0.001570125;0.000243544;0.000212456;0.00044528;0.000380269;0.000329162;0.000233333;0.000338682;0.000299615;0.001347522;0.001330969;0.002076413;0.002030081;0.001070798;0.001028002;0.001340785;0.001273722
401;0.000733252;0.000666172;0.001064111;0.001042749;0.000570886;0.000516703;0.000697638;0.000684999;0.000812016;0.000710288;0.000903577;0.000885022;0.001023235;0.001012426;0.001182992;0.001138108;0.001407148;0.00125585;0.001572592;0.001572417;0.000246618;0.000198299;0.000431785;0.000367136;0.000312583;0.000218374;0.000348742;0.000285637;0.001314877;0.001295998;0.00205295;0.002004197;0.001072306;0.00100328;0.001355486;0.001249466
403;0.000680603;0.000654172;0.001054306;0.001042749;0.000571833;0.000504105;0.000720975;0.000673093;0.000776081;0.000693389;0.000886184;0.000847637;0.001048467;0.000989488;0.001162061;0.001138475;0.00144065;0.001257674;0.001568856;0.001501672;0.000233644;0.000198299;0.000431785;0.000381695;0.000312583;0.000217998;0.000350755;0.000285441;0.001334747;0.00128422;0.002017755;0.002017126;0.001060393;0.000993386;0.001296025;0.001252535
405;0.000681187;0.000641598;0.001052601;0.00103421;0.000572294;0.000503187;0.000697638;0.000673478;0.000740803;0.000712602;0.000886883;0.000843971;0.000998879;0.000940394;0.001140166;0.001137794;0.001375936;0.001290429;0.001534282;0.001497311;0.000247389;0.000198299;0.000416527;0.000365993;0.000310364;0.000218499;0.000350755;0.000270612;0.001297453;0.001272779;0.002020661;0.001970489;0.001036568;0.000958423;0.001317046;0.001240367
407;0.000669519;0.000616452;0.0010047;0.001007472;0.000546415;0.000490925;0.000698186;0.000660409;0.000742033;0.000693389;0.000868118;0.000827933;0.000975333;0.000965376;0.001137473;0.001088311;0.00133903;0.001226041;0.001502087;0.001464193;0.000219218;0.000198299;0.000414759;0.000352228;0.000310364;0.000218499;0.000344808;0.000285231;0.001278437;0.001228075;0.001981171;0.001946912;0.001023223;0.000955543;0.001296025;0.001220408
409;0.000641513;0.000630144;0.001017092;0.000993986;0.00055958;0.000477787;0.000697638;0.000647293;0.000738968;0.00067605;0.000867444;0.000811321;0.001000556;0.000915515;0.001092653;0.00108894;0.001305542;0.001229267;0.001466377;0.001465006;0.000233644;0.000184019;0.000418289;0.000366679;0.000305976;0.000218499;0.000352779;0.000270612;0.001229323;0.001201077;0.001945341;0.001935641;0.001009897;0.000932715;0.001282331;0.001219074
411;0.000654346;0.000617181;0.000967486;0.000982869;0.000545958;0.000477467;0.000685388;0.000635683;0.000738968;0.00067605;0.000854137;0.000810863;0.000976143;0.000939015;0.001135685;0.001088311;0.001333511;0.001158076;0.001434221;0.001431002;0.000234385;0.000198162;0.000414759;0.000352659;0.000298386;0.000219001;0.000338682;0.000269838;0.001218362;0.001192302;0.001917651;0.001910975;0.001000127;0.000898285;0.001281449;0.00124469
413;0.00062868;0.000605675;0.000977492;0.000972585;0.000546415;0.000480285;0.000685388;0.000635014;0.000723772;0.000658711;0.000832742;0.000828887;0.000953322;0.000893242;0.001117291;0.001013824;0.001269952;0.001090251;0.001437604;0.001361958;0.000220601;0.000184251;0.000433622;0.000353103;0.000312583;0.000218499;0.000322702;0.000270035;0.001218362;0.001188963;0.001916284;0.001864312;0.000977689;0.000909086;0.001296025;0.001209147
415;0.000629231;0.000612964;0.000965115;0.000931086;0.000533706;0.000452619;0.000683776;0.000634613;0.000721364;0.000625134;0.000870187;0.000792839;0.000926564;0.000894008;0.001089208;0.001013824;0.001275245;0.001126302;0.00140085;0.001327805;0.000234385;0.000184251;0.000404793;0.000352659;0.000305976;0.000204041;0.00032086;0.000255756;0.001171046;0.001154949;0.001882364;0.001854596;0.000951818;0.00087439;0.001296025;0.001213763
417;0.0005902;0.000577327;0.000954285;0.000943088;0.000535012;0.000453931;0.000685388;0.000661118;0.000686183;0.000642143;0.000816697;0.000792839;0.000927318;0.00086729;0.001041032;0.000989974;0.001240643;0.00116011;0.001403055;0.001359223;0.000218524;0.000169752;0.00039968;0.000325937;0.000308164;0.000217998;0.00032086;0.000270795;0.001169371;0.001131678;0.001888726;0.001858794;0.00092803;0.000864709;0.001319809;0.001216752
419;0.000617477;0.000579045;0.000930272;0.000893595;0.000520997;0.000466282;0.000684853;0.000635683;0.000703787;0.000606362;0.000816044;0.000792151;0.000927318;0.000819831;0.001065527;0.000989397;0.001206134;0.001127284;0.00140085;0.001360036;0.000221301;0.000169971;0.000391305;0.000339526;0.000305976;0.000203462;0.000340618;0.000269458;0.00114576;0.001119901;0.001813061;0.001791481;0.000904243;0.000837347;0.001292408;0.001228893
421;0.000589159;0.000541117;0.000915626;0.000895991;0.000522287;0.000440306;0.000672089;0.000648401;0.000686183;0.000624032;0.000801202;0.000793068;0.00090442;0.000819627;0.001041845;0.000989397;0.001207127;0.001092495;0.001336261;0.001324774;0.000221301;0.000169752;0.000404793;0.000325735;0.000296267;0.000218374;0.00032086;0.000255035;0.001111905;0.001084231;0.001844436;0.001777697;0.000894228;0.0008378;0.001308844;0.001214751
423;0.000577877;0.000540648;0.000906201;0.000881802;0.000506627;0.000441085;0.000659867;0.000636433;0.000669141;0.000589537;0.000816044;0.000757019;0.000925775;0.000843688;0.001019785;0.000989397;0.001171639;0.001092846;0.001367479;0.001291731;0.000219898;0.000170189;0.000389644;0.000339096;0.000310364;0.000203932;0.000319056;0.000254668;0.001124547;0.001071832;0.001788253;0.001744352;0.000893595;0.00082804;0.001285936;0.001214751
425;0.000567011;0.0005287;0.000895249;0.00086842;0.000519277;0.000415132;0.000661439;0.000633518;0.00065153;0.000572381;0.000800563;0.000756599;0.00085343;0.000772985;0.00102219;0.000939076;0.001205127;0.001025091;0.001329969;0.0012561;0.000220601;0.000169861;0.000381031;0.00031197;0.000296267;0.000203462;0.000319056;0.000255205;0.001087486;0.001040303;0.001759677;0.001723676;0.000883541;0.000802171;0.001295137;0.001226545
427;0.000576355;0.000528387;0.000880647;0.00086894;0.00049477;0.000415888;0.000661973;0.000634613;0.000650465;0.000572051;0.000799943;0.000738804;0.00085483;0.000795054;0.000972347;0.000939914;0.001203131;0.001032315;0.001300789;0.001221208;0.000205515;0.000169971;0.000377813;0.000312159;0.00031484;0.000189035;0.000319056;0.000240533;0.001063846;0.001035333;0.001738713;0.001722225;0.000830519;0.000802838;0.001306078;0.0012397
429;0.000551228;0.0005161;0.000865433;0.000855324;0.000482477;0.000427719;0.000633447;0.000609933;0.000649938;0.000572381;0.000799305;0.00071994;0.000829027;0.000794084;0.000971597;0.000892528;0.001140045;0.000992897;0.001268449;0.00125647;0.000204231;0.000155499;0.000386372;0.000298596;0.00031484;0.000203932;0.000319056;0.000255756;0.001063846;0.001010949;0.001708333;0.001687791;0.000858457;0.000792117;0.001293308;0.001226545
431;0.000526036;0.000516413;0.000868953;0.000843765;0.000482477;0.000415132;0.000645611;0.000599323;0.000634448;0.00055552;0.000765145;0.000757019;0.000829027;0.000772065;0.000949398;0.00086548;0.001105627;0.001022426;0.001236016;0.001218769;0.000218524;0.000155403;0.000377813;0.00031197;0.000310364;0.000204511;0.000322702;0.000239012;0.001029097;0.001001165;0.001679971;0.001663255;0.000834602;0.000779662;0.001296025;0.001227559
433;0.000525592;0.000479058;0.00086966;0.000818068;0.000495181;0.000390895;0.000661439;0.000622303;0.000634448;0.000556658;0.00078194;0.00071994;0.000851996;0.000748821;0.000925651;0.000890693;0.001105627;0.000962596;0.001236016;0.001222317;0.000204865;0.000155608;0.000377813;0.000298219;0.000294165;0.000203462;0.000324553;0.000254497;0.001040206;0.0009905;0.001707103;0.001641958;0.000819237;0.000756247;0.001294215;0.001240047
435;0.000513667;0.000490928;0.000839349;0.000818329;0.000483275;0.000415615;0.000650216;0.000609226;0.000616308;0.000536601;0.000780689;0.0007212;0.000830407;0.000770942;0.000971597;0.000888649;0.001006754;0.000959791;0.001203572;0.001151425;0.000207468;0.000155608;0.000379429;0.000298771;0.000298386;0.000189254;0.000308675;0.000240533;0.001006182;0.000990215;0.00166001;0.001605166;0.000832838;0.000744006;0.001295137;0.001202316
437;0.000487972;0.000465209;0.000829688;0.000782192;0.00048168;0.000403021;0.000647646;0.000610641;0.00061582;0.000538621;0.000763943;0.000702565;0.000803304;0.00072338;0.000923474;0.000866214;0.001073013;0.000926194;0.00120168;0.001116903;0.000204865;0.000155499;0.000361255;0.000298771;0.000310364;0.000203462;0.00030517;0.000239694;0.000993625;0.000953795;0.001657644;0.001617421;0.000785263;0.000720191;0.001295137;0.001227212
439;0.000501684;0.000452896;0.000804924;0.000781489;0.00046709;0.000389753;0.000624193;0.000611692;0.000597729;0.000537042;0.000763943;0.000702756;0.000779604;0.00072338;0.000901904;0.000865952;0.00100512;0.000928088;0.001199778;0.001150464;0.000192412;0.000155608;0.000377813;0.000298771;0.000294165;0.000189254;0.000308675;0.000254314;0.000969956;0.000930757;0.001631809;0.001580682;0.000785815;0.000720404;0.001303353;0.001204264
441;0.0004884;0.000453026;0.000804924;0.00076842;0.000469392;0.000390895;0.000647646;0.00059896;0.00061683;0.000519445;0.00076635;0.000703557;0.000779604;0.000675768;0.000878881;0.000864432;0.001073013;0.000926966;0.001171088;0.00115076;0.000192412;0.0001561;0.000365876;0.000284482;0.00031484;0.000189364;0.00029634;0.000239694;0.000958132;0.000920532;0.001585988;0.001544409;0.000773359;0.000708963;0.001292408;0.001203303
443;0.000487972;0.000427854;0.000806238;0.000754699;0.000470561;0.000389312;0.000611;0.000582841;0.000581593;0.000520804;0.000726347;0.000701915;0.000755248;0.000699472;0.000853104;0.000840267;0.001037736;0.000895192;0.001166472;0.001080681;0.000178672;0.000155212;0.000367423;0.000270771;0.000296267;0.000188925;0.000308675;0.00022518;0.000958132;0.000908987;0.001588242;0.001533915;0.000771732;0.000684028;0.001271361;0.00119247
445;0.000474723;0.000441364;0.000766533;0.000768654;0.000470561;0.000365039;0.000624193;0.000585534;0.000581086;0.000502987;0.000726936;0.000702565;0.000755893;0.00069845;0.000876796;0.000816469;0.000973224;0.000897296;0.001133115;0.001082898;0.000192412;0.000155007;0.000364318;0.00028467;0.000294165;0.000189145;0.000301734;0.000239524;0.000921987;0.00087135;0.001551843;0.001521686;0.000749039;0.00070819;0.001284133;0.001194765
447;0.00046189;0.000427619;0.000767778;0.000740797;0.000456713;0.000366323;0.000624193;0.000571818;0.000544965;0.000486199;0.000728636;0.000684731;0.000707713;0.000676943;0.000877471;0.000842206;0.000970809;0.000861736;0.001102427;0.001080385;0.000191205;0.000155499;0.000349335;0.00028502;0.000300542;0.000189145;0.000291304;0.000239353;0.00090027;0.000883387;0.001575352;0.001499793;0.000737667;0.000685522;0.001281449;0.001200982
449;0.000462295;0.000390238;0.00078016;0.000728899;0.000470561;0.000364612;0.000611475;0.000573162;0.000563035;0.000485648;0.000711284;0.000683357;0.000731491;0.000675768;0.000855125;0.000817203;0.000973224;0.000859281;0.001101527;0.00104675;0.000179808;0.000141273;0.000367423;0.000257396;0.000296267;0.000188925;0.000310456;0.000224865;0.000863499;0.000860323;0.001515486;0.001485879;0.000726273;0.000649545;0.001246722;0.001202957
451;0.000436987;0.000416035;0.000767141;0.000705858;0.000457828;0.000353484;0.000600672;0.000558453;0.000563475;0.00048495;0.000695061;0.000648301;0.000732089;0.000649561;0.000851089;0.000790102;0.000973224;0.000827928;0.001101527;0.001011858;0.000193023;0.000141724;0.000350826;0.00028502;0.000312583;0.000189254;0.000306905;0.000224865;0.00086104;0.000824964;0.001502672;0.001472847;0.00072374;0.000649545;0.00125771;0.001181636
453;0.000435855;0.00041528;0.000742406;0.000717834;0.000444385;0.000367151;0.000612437;0.000559754;0.000563475;0.000467905;0.000712976;0.000666516;0.000705957;0.000626572;0.000828091;0.000791727;0.000903833;0.000829822;0.001067297;0.000977558;0.000179239;0.000127967;0.000334495;0.000271107;0.000310364;0.000203227;0.000312221;0.000239694;0.00086412;0.000823566;0.001494131;0.001451731;0.000712876;0.000637731;0.001238313;0.001179368
455;0.000448284;0.000389405;0.000730632;0.000692216;0.000469773;0.000366522;0.000587481;0.000571513;0.000562562;0.00045108;0.000712426;0.000666325;0.000706537;0.00065048;0.000805065;0.000742244;0.000906114;0.000794542;0.001067297;0.001011267;0.000177551;0.000127231;0.000353814;0.000257719;0.000324462;0.000188816;0.000308675;0.000224708;0.000849847;0.000801382;0.001482362;0.001402555;0.000714385;0.000638424;0.001223829;0.001179048
457;0.000436224;0.000377066;0.000730029;0.00069284;0.00045747;0.000352055;0.000586099;0.000559754;0.00054589;0.000450418;0.000712426;0.000649828;0.000683871;0.00062601;0.000829413;0.000791727;0.000903833;0.000794542;0.001000607;0.001012745;0.000193641;0.000126745;0.000352328;0.000257719;0.000324462;0.000189364;0.000312221;0.000224865;0.000826245;0.000778267;0.001449129;0.001379754;0.000691038;0.000625223;0.001222975;0.001168855
459;0.000423028;0.000377873;0.000716487;0.000667248;0.000456331;0.000349184;0.000586557;0.000559754;0.000545431;0.000486346;0.000710736;0.000666134;0.000707125;0.000603021;0.000854447;0.000767196;0.000871111;0.000794331;0.001029901;0.000978149;0.000179239;0.00014074;0.000349335;0.000270609;0.000338583;0.000203571;0.000312221;0.000224708;0.000828614;0.000777594;0.001442941;0.001391155;0.000700507;0.000614449;0.001233992;0.001168214
461;0.000410219;0.00036517;0.000704139;0.000655454;0.000443282;0.000339251;0.000574336;0.000547033;0.000545431;0.000467611;0.000695604;0.000629742;0.0006833;0.000603328;0.000805065;0.000742035;0.000871817;0.000761015;0.001033146;0.000978371;0.000179808;0.000141273;0.000349335;0.000244305;0.000345963;0.000174702;0.000308675;0.000209734;0.000795949;0.000754245;0.001386262;0.001378977;0.000700007;0.000589674;0.001222134;0.001131898
463;0.000398084;0.00035205;0.000693467;0.000666441;0.000444385;0.000340049;0.000586099;0.000534607;0.000509825;0.000450565;0.000695604;0.000665943;0.000683871;0.000579215;0.000782633;0.000741196;0.000872534;0.000762137;0.00096954;0.000975858;0.000179239;0.000127231;0.000350826;0.000256912;0.000341002;0.000188816;0.000306905;0.000224865;0.000771074;0.000730483;0.001388251;0.001332962;0.000666283;0.000589834;0.001200074;0.001133445
465;0.000398084;0.000353404;0.000681641;0.000630044;0.000443657;0.000327833;0.000574796;0.000519159;0.000528279;0.00043385;0.000696155;0.000648683;0.000659981;0.000579879;0.000781384;0.000741615;0.000836906;0.000728751;0.000968042;0.000940449;0.00018152;0.000127231;0.000334495;0.000257396;0.000329162;0.000189035;0.000291304;0.000208987;0.000766122;0.000730483;0.001360819;0.001321536;0.000678166;0.000578846;0.001208569;0.001120104
467;0.000384911;0.000352675;0.000692899;0.000642463;0.000431334;0.000327292;0.000549038;0.000520988;0.000528279;0.000416401;0.000661343;0.000631231;0.000659448;0.000578551;0.000780783;0.000717293;0.000836906;0.000731767;0.000934658;0.000943997;0.000178672;0.000127395;0.000325223;0.00024339;0.000333801;0.000189035;0.000306905;0.000224865;0.000746822;0.000718886;0.00131859;0.001334076;0.000639785;0.000567165;0.001183211;0.001111351
469;0.000385246;0.000339477;0.000668164;0.000629107;0.000443657;0.000326887;0.000562999;0.000508273;0.000509825;0.000416254;0.000694511;0.000612481;0.000659981;0.000601591;0.000758895;0.000717293;0.000871111;0.000696248;0.000968042;0.000907183;0.000176997;0.000127069;0.000335899;0.000257396;0.000352681;0.000188816;0.000306905;0.000209878;0.000745755;0.000693958;0.001338308;0.00131011;0.000664873;0.000555804;0.001163597;0.001108309
471;0.000384231;0.000352571;0.000654728;0.000617079;0.000419343;0.000327292;0.000549893;0.000497322;0.000509407;0.000416401;0.000679286;0.000630506;0.000659981;0.000554592;0.000758303;0.000716664;0.000803418;0.000725595;0.000935388;0.000871774;0.000179239;0.000126826;0.000321115;0.00024339;0.000338583;0.000188596;0.000312221;0.000209577;0.000720523;0.000671749;0.001316711;0.001273966;0.000641584;0.000554764;0.001173841;0.001096222
473;0.000372079;0.000326695;0.000643939;0.000590836;0.000430632;0.000314701;0.000550768;0.000482616;0.000493057;0.000416034;0.000660304;0.000612138;0.000635548;0.000530019;0.000758895;0.000692971;0.000804106;0.000694628;0.000902666;0.000905631;0.000164412;0.000113023;0.000334495;0.00023015;0.000355224;0.000203932;0.000308675;0.000209433;0.000722599;0.00067193;0.001294119;0.001250725;0.000641132;0.000554764;0.001151734;0.001085922
475;0.000385246;0.000302304;0.000644991;0.000578938;0.000431334;0.00031486;0.000551199;0.000494714;0.000509825;0.000398694;0.000659767;0.000613016;0.000633954;0.000579215;0.000757702;0.000692185;0.00076993;0.000663093;0.000933917;0.000873548;0.000164926;0.000127069;0.000338775;0.000243699;0.000352681;0.000189145;0.000291304;0.000209433;0.000685097;0.000672137;0.001292279;0.001227485;0.000642043;0.00054503;0.001152542;0.00106172
477;0.000358624;0.000314877;0.000630013;0.000566884;0.000418996;0.000301928;0.000526708;0.000482037;0.000492228;0.000399172;0.000659259;0.000613894;0.000610099;0.000530172;0.000757111;0.000717084;0.00076993;0.000662707;0.000902666;0.000871774;0.000178672;0.000127231;0.000337334;0.000243847;0.000347701;0.000188925;0.000294639;0.000209734;0.000684611;0.000659583;0.001244399;0.001225075;0.000618687;0.000519775;0.001142272;0.001085014
479;0.000360192;0.000314513;0.000618675;0.000566701;0.000430983;0.00031433;0.000534299;0.000483424;0.000510249;0.000364449;0.000625547;0.000594457;0.000609077;0.000530785;0.000735195;0.000692761;0.000770604;0.000662897;0.00090199;0.000870813;0.000166499;0.000127069;0.000325223;0.00024339;0.000364183;0.000203697;0.000298034;0.000209433;0.000685591;0.000612653;0.001268778;0.001195098;0.00060723;0.000542657;0.001116899;0.001038985
481;0.000346413;0.000302122;0.000619175;0.000579458;0.000418655;0.000301746;0.000535982;0.000471822;0.000493057;0.000381465;0.000642409;0.000595335;0.000610099;0.000506519;0.000760098;0.000692971;0.000770604;0.000629391;0.000902666;0.000836439;0.000164412;0.000113094;0.000323838;0.000243699;0.000364183;0.000203462;0.000268117;0.000209433;0.000638312;0.000614542;0.00121091;0.001168463;0.000594063;0.000507961;0.001093898;0.001026897
483;0.000346413;0.000302304;0.000619668;0.000566207;0.000443657;0.000302447;0.000527951;0.000469613;0.000510668;0.00036392;0.000623575;0.000577808;0.000610603;0.000482683;0.000760098;0.000667443;0.000768693;0.000629391;0.000866515;0.000836217;0.000178115;0.00011295;0.000310347;0.000243995;0.0003809;0.000189035;0.000288025;0.000209577;0.000638762;0.000611954;0.001197435;0.001156027;0.000593648;0.000496146;0.001094665;0.001026043
485;0.000347025;0.000289965;0.000606298;0.000541838;0.000419343;0.000288833;0.000514036;0.000481742;0.000493057;0.000364556;0.000643937;0.000593579;0.000610603;0.000506668;0.000732885;0.000667443;0.000737101;0.000629391;0.000900546;0.000802952;0.000163381;0.000112878;0.000325223;0.000229733;0.000386401;0.000188706;0.00030517;0.000209288;0.000637385;0.00060103;0.001173963;0.001155042;0.000582584;0.000496013;0.001092356;0.001025216
487;0.00033358;0.0002896;0.000594411;0.000540719;0.000432752;0.000289848;0.000513228;0.000457981;0.000492645;0.000364343;0.000625051;0.000575096;0.000585686;0.000506371;0.000732885;0.000667076;0.000703003;0.000595913;0.000834504;0.000803248;0.000164926;0.000127069;0.000326597;0.000216614;0.000366803;0.000188925;0.000298034;0.000224708;0.000629171;0.000577138;0.001165539;0.001131775;0.000582167;0.000472251;0.001083521;0.001003576
