Position (mm);10 x 10 MLC parked X d10cm (LR);10 x 10 MLC parked X d10cm (GT);10 x 10 MLC parked Y d10cm (LR);10 x 10 MLC parked Y d10cm (GT);10 x 10 MLC defined X d10cm (LR);10 x 10 MLC defined X d10cm (GT);10 x 10 MLC defined Y d10cm (LR);10 x 10 MLC defined Y d10cm (GT);10 x 10 MLC defined X d15cm (LR);10 x 10 MLC defined X d15cm (GT);10 x 10 MLC defined Y d15cm (LR);10 x 10 MLC defined Y d15cm (GT);10 x 10 MLC defined X d20cm (LR);10 x 10 MLC defined X d20cm (GT);10 x 10 MLC defined Y d20cm (LR);10 x 10 MLC defined Y d20cm (GT);10 x 10 MLC defined X d25cm (LR);10 x 10 MLC defined X d25cm (GT);10 x 10 MLC defined Y d25cm (LR);10 x 10 MLC defined Y d25cm (GT);5 x 5 MLC parked X d10cm (LR);5 x 5 MLC parked X d10cm (GT);5 x 5 MLC parked Y d10cm (LR);5 x 5 MLC parked Y d10cm (GT);5 x 5 MLC defined X d10cm (LR);5 x 5 MLC defined X d10cm (GT);5 x 5 MLC defined Y d10cm (LR);5 x 5 MLC defined Y d10cm (GT);15 x 15 MLC parked X d10cm (LR);15 x 15 MLC parked X d10cm (GT);15 x 15 MLC parked Y d10cm (LR);15 x 15 MLC parked Y d10cm (GT);15 x 15 MLC defined X d10cm (LR);15 x 15 MLC defined X d10cm (GT);15 x 15 MLC defined Y d10cm (LR);15 x 15 MLC defined Y d10cm (GT)
249;0.003116344;0.003051282;0.004304084;0.00438818;0.002386347;0.002365705;0.002553779;0.002586572;0.003558697;0.003517779;0.003970771;0.00398025;0.005091976;0.005067304;0.006175069;0.005846557;0.006992315;0.006729746;0.008282823;0.008128906;0.000990242;0.000983054;0.001506718;0.001490066;0.000801526;0.000752023;0.000994993;0.00094048;0.006267474;0.006045247;0.00783199;0.007935149;0.005678897;0.005637784;0.005481162;0.005417334
251;0.003064604;0.003006638;0.004224324;0.004256704;0.002334257;0.002313035;0.002491446;0.002508251;0.00351533;0.003450438;0.003844763;0.003848635;0.004970803;0.004930629;0.005921831;0.005655373;0.006841964;0.006581914;0.008082116;0.00790989;0.00096053;0.000942792;0.001477992;0.001452734;0.000782172;0.000730905;0.000936797;0.000911844;0.006114063;0.005936012;0.007710971;0.00782309;0.005576465;0.005486839;0.005333505;0.005216138
253;0.003002422;0.002909801;0.004131286;0.004197605;0.002294005;0.002256267;0.002403958;0.002455897;0.003407875;0.003354374;0.003727299;0.003709625;0.004836198;0.004792818;0.005695048;0.005439218;0.006632641;0.006385988;0.007930108;0.007786898;0.000941899;0.000910742;0.001434288;0.001397345;0.000782946;0.000722457;0.00091489;0.000883634;0.00596981;0.005802185;0.007545982;0.007639004;0.005458766;0.005346294;0.005249409;0.005086589
255;0.002927652;0.002857998;0.004048019;0.004083963;0.002225238;0.002223999;0.002346572;0.002392214;0.003324055;0.003268282;0.003571944;0.003588738;0.004742482;0.004696992;0.005504113;0.005253086;0.006507453;0.006258066;0.007747855;0.007541282;0.000917039;0.000907274;0.00139257;0.001363876;0.000760559;0.000710983;0.000883463;0.000855411;0.005832466;0.005651662;0.007434897;0.007480568;0.005283938;0.005217484;0.005099331;0.004994263
257;0.002901752;0.002800338;0.004000713;0.004062223;0.002164475;0.002151533;0.002299081;0.00234114;0.003249507;0.003212124;0.003459351;0.003478974;0.004570142;0.004592804;0.005254164;0.005052059;0.006340711;0.006128866;0.007598431;0.007309036;0.00089891;0.000887992;0.001377524;0.001316259;0.000735429;0.000689421;0.000875695;0.00082688;0.005718645;0.005525212;0.0072649;0.007338325;0.005157251;0.005101475;0.004966668;0.004852973
259;0.002818292;0.002737863;0.003902881;0.003982166;0.002146379;0.002115314;0.002259374;0.002274341;0.00319942;0.003146726;0.003368015;0.00337551;0.004476826;0.004466575;0.005041326;0.004869516;0.006177861;0.005986983;0.007331439;0.007125456;0.000853189;0.000859303;0.001340425;0.00129136;0.000720571;0.000694076;0.000870392;0.000812805;0.005578542;0.005427107;0.007126056;0.007170432;0.005072394;0.004973865;0.004836262;0.004716885
261;0.002760638;0.002678511;0.003816338;0.003928664;0.002099835;0.002050606;0.002233439;0.002234772;0.003120111;0.003033826;0.003306174;0.003268439;0.004389557;0.004329512;0.004803712;0.004726979;0.006039584;0.005813735;0.007136709;0.006842149;0.000876237;0.000833403;0.001317589;0.001263701;0.000731812;0.000666998;0.000846985;0.000789066;0.005464763;0.005309847;0.006966551;0.00705954;0.004932434;0.004817452;0.004726775;0.004620424
263;0.002727308;0.002646232;0.003746822;0.003831424;0.002035656;0.002013797;0.002160625;0.002164019;0.003042988;0.002979371;0.003213475;0.003195297;0.004252256;0.00422947;0.004689675;0.004558194;0.005971182;0.005644392;0.006925601;0.006641185;0.000853004;0.000824005;0.001270902;0.001251777;0.000692776;0.000666719;0.000826615;0.000784923;0.005362643;0.005192586;0.006865457;0.006913281;0.004788224;0.004703843;0.004627813;0.004554381
265;0.00265534;0.002553534;0.003697073;0.003775189;0.001989612;0.001969294;0.002128848;0.002112987;0.002949567;0.002908466;0.003130822;0.003093658;0.004167039;0.004153419;0.004522099;0.004433105;0.005748008;0.005568281;0.006625406;0.006415435;0.000819683;0.000811866;0.001255213;0.00118817;0.000685507;0.000647144;0.000810597;0.000756405;0.005253126;0.005098105;0.006704686;0.006770261;0.004649017;0.004592634;0.00449971;0.004423765
267;0.002631353;0.002533581;0.003640029;0.0036868;0.001948273;0.001923352;0.00207138;0.002083561;0.002919776;0.002873516;0.003062646;0.003041166;0.004081143;0.004051026;0.004381161;0.004286028;0.005638829;0.005457604;0.006366206;0.006200701;0.000803376;0.0007777;0.001240293;0.001181645;0.000666151;0.000639865;0.000799258;0.000749279;0.005130069;0.004978774;0.006608794;0.006670251;0.00453702;0.004479158;0.004422456;0.004333974
269;0.002547496;0.00244726;0.003562604;0.003607264;0.001924008;0.001885505;0.002047958;0.002031413;0.002852056;0.002802702;0.002978559;0.002975515;0.003983473;0.003985086;0.004260793;0.004171835;0.005528508;0.005288309;0.006089079;0.006016638;0.000782701;0.000763465;0.001202883;0.001147807;0.000663879;0.000626091;0.000777285;0.000732076;0.005033748;0.004847277;0.006479276;0.006566484;0.004428649;0.004359815;0.004331981;0.004212696
271;0.002508865;0.00241217;0.00350436;0.003534887;0.001857338;0.001846724;0.002003722;0.001989423;0.002737631;0.002728441;0.002882148;0.002889763;0.003906292;0.003867462;0.00415682;0.004025344;0.005335058;0.005168373;0.005937261;0.005794349;0.000768917;0.000742272;0.00116907;0.001119933;0.000638154;0.000612145;0.000775156;0.000719115;0.004901463;0.004753313;0.006368399;0.006399497;0.004319832;0.004243673;0.004220238;0.004170936
273;0.002453485;0.002375986;0.003426798;0.0035;0.001826511;0.001797919;0.001968169;0.001946498;0.002714177;0.002669574;0.00285703;0.002824256;0.003799672;0.003802358;0.004036683;0.003967053;0.005260341;0.005078413;0.005671131;0.005661287;0.000750322;0.000722748;0.001159071;0.001128601;0.000640156;0.000597502;0.000755813;0.000697881;0.004827716;0.004633594;0.006254009;0.00627863;0.004201963;0.004183535;0.004128417;0.00405793
275;0.002409389;0.002321033;0.003321399;0.003403801;0.001785909;0.001762673;0.001919915;0.001927324;0.002632764;0.002616258;0.002775229;0.002766445;0.003717623;0.003678853;0.003960799;0.003875261;0.005124348;0.004975295;0.005537663;0.005444351;0.000743242;0.000702454;0.001117778;0.001087479;0.000617754;0.000577125;0.000731567;0.000686212;0.004711539;0.004551149;0.006107031;0.006184579;0.004073053;0.004061658;0.004028855;0.003974277
277;0.00238002;0.002275752;0.003282624;0.003349909;0.001748808;0.001716333;0.00187258;0.00186073;0.002590841;0.002512168;0.002731322;0.002724493;0.003615839;0.003633772;0.003852291;0.003761425;0.005003031;0.004805143;0.005286403;0.00525063;0.000725855;0.00070209;0.001106086;0.001080514;0.000625595;0.000571768;0.000717313;0.00067862;0.004575318;0.004475435;0.006053525;0.006083791;0.00399253;0.003969651;0.003951517;0.003863006
279;0.002306189;0.002215372;0.003201953;0.003284431;0.0017157;0.0016772;0.001832418;0.001826842;0.002503372;0.002472142;0.002692625;0.002648453;0.003594667;0.003525764;0.003728942;0.003641434;0.004916025;0.004740668;0.005183003;0.005116295;0.000709615;0.000688671;0.001090224;0.001038639;0.000602723;0.000557751;0.000696407;0.000658389;0.004509117;0.004394673;0.005951178;0.005995958;0.003891579;0.003847374;0.003904698;0.00377535
281;0.002254447;0.002198764;0.003184076;0.003192268;0.001698427;0.001641101;0.001805564;0.001799107;0.002438723;0.002424782;0.002625394;0.002587737;0.003484561;0.003414305;0.00365477;0.003592495;0.004774871;0.004616307;0.00499962;0.005016391;0.000688615;0.000680348;0.001066315;0.001020247;0.000607414;0.000546517;0.000685595;0.000656068;0.004404796;0.004291002;0.005783923;0.005896725;0.00381114;0.0037535;0.003809493;0.003705438
283;0.002212;0.002127047;0.003098032;0.003153996;0.001625759;0.001607057;0.001757561;0.00177214;0.002422958;0.002360723;0.002586438;0.002525885;0.003416324;0.003368456;0.003572794;0.003537291;0.004676473;0.004523573;0.004855342;0.00481541;0.000667841;0.000666051;0.001052737;0.001007061;0.000593711;0.000546987;0.000676774;0.000648647;0.004327512;0.004168177;0.005710265;0.005785833;0.003703255;0.003678161;0.003717574;0.003611245
285;0.002153095;0.002079969;0.003038502;0.003077324;0.001589236;0.001551324;0.001727217;0.001742792;0.00234575;0.002316577;0.002529225;0.002491871;0.003319274;0.003301019;0.003482264;0.003416231;0.004553444;0.00438411;0.004736444;0.004716793;0.000672451;0.000638943;0.001026296;0.000977089;0.000577962;0.000528159;0.000677548;0.000628245;0.004230028;0.004094274;0.005628891;0.005711602;0.003604007;0.003567219;0.003633484;0.003556676
287;0.002106778;0.00206625;0.002983878;0.003040094;0.001570536;0.00154273;0.001708098;0.001714327;0.002307245;0.002245526;0.00244786;0.002434717;0.003252878;0.003243154;0.003429773;0.003307906;0.004457629;0.004305901;0.004623597;0.004630831;0.000639959;0.000634019;0.000997336;0.000965447;0.000578203;0.000522016;0.000661926;0.000607234;0.004153563;0.003997204;0.005541546;0.005588014;0.003530986;0.003473611;0.003552151;0.003495837
289;0.002083452;0.00199957;0.002923808;0.002980474;0.00153868;0.001506132;0.001656605;0.001664475;0.002256453;0.002223852;0.002398847;0.002401944;0.003167299;0.003160307;0.00331816;0.00325553;0.004376313;0.004240869;0.00451985;0.004571714;0.000637899;0.000610911;0.000991194;0.000945098;0.000555062;0.000520987;0.000661463;0.000600258;0.004064958;0.003942328;0.005407677;0.005488393;0.003457885;0.003395472;0.00348755;0.003409916
291;0.002024613;0.001955161;0.002898937;0.002929706;0.00151804;0.001470242;0.001624927;0.001616211;0.002210062;0.002171288;0.002356942;0.002357776;0.003080165;0.003098382;0.003258217;0.003211032;0.004238786;0.004127619;0.004468258;0.004341278;0.000626885;0.000598572;0.00097446;0.000932053;0.00054829;0.000506918;0.000637767;0.000585776;0.003986813;0.003859754;0.005329846;0.005407167;0.003360607;0.003336934;0.003421513;0.00335388
293;0.001977174;0.001928114;0.002828716;0.002847826;0.001475252;0.001460215;0.001607469;0.001599307;0.002151378;0.00214119;0.002304675;0.002266614;0.003068066;0.003027611;0.003198227;0.003170467;0.004168376;0.004038446;0.004354395;0.004352097;0.000609353;0.000577141;0.000955444;0.000911119;0.000544758;0.000493967;0.000621478;0.000586445;0.00390474;0.003758542;0.00520791;0.005291351;0.003314786;0.003227458;0.003350628;0.003274896
295;0.001952466;0.001898386;0.00278745;0.002832726;0.001441537;0.001402517;0.001576469;0.001597591;0.002106979;0.00208442;0.002256912;0.002224609;0.002952588;0.002939107;0.003127447;0.003100198;0.004102361;0.003920529;0.004273215;0.004201012;0.000598195;0.000564121;0.000940119;0.000904883;0.00055577;0.000486808;0.00064017;0.000579326;0.00382942;0.003683345;0.005176143;0.00522308;0.003205708;0.003125983;0.003278988;0.003202583
297;0.001897396;0.001837785;0.002742348;0.002766467;0.00141144;0.001380791;0.00155168;0.00154478;0.002055784;0.002030259;0.002231707;0.00218282;0.002920675;0.002891953;0.0031007;0.002999526;0.003988903;0.003863119;0.004166633;0.004156206;0.000588003;0.000550406;0.000911764;0.000871046;0.000530107;0.000486552;0.0006211;0.000571039;0.003706177;0.003614232;0.005068795;0.00512294;0.003129794;0.003087047;0.003220762;0.003148949
299;0.001834983;0.001816205;0.002674412;0.002687061;0.001382246;0.001348821;0.001534775;0.0015096;0.002014754;0.001996209;0.00215439;0.00215035;0.002854547;0.002796114;0.003002559;0.00294177;0.003904486;0.003767261;0.004069096;0.004051492;0.000586584;0.000536187;0.000909249;0.000863532;0.000527977;0.00047406;0.000596522;0.000556478;0.003672456;0.003537223;0.004971511;0.005048192;0.003071301;0.003018641;0.003143022;0.003092379
301;0.001811833;0.001776507;0.00262356;0.002647748;0.001357276;0.001324319;0.001495084;0.001489214;0.001981293;0.001926627;0.002133361;0.002115127;0.002779127;0.002731377;0.002966637;0.002882893;0.003818345;0.00368338;0.00394548;0.003945303;0.000565575;0.000536341;0.000898234;0.000850992;0.000501091;0.000451942;0.000594584;0.000536719;0.003609247;0.003485841;0.004868755;0.004934967;0.002990023;0.002949303;0.003090322;0.003023135
303;0.001784955;0.001764571;0.002563336;0.002605988;0.001330174;0.00129407;0.001453031;0.001453472;0.001929872;0.001893186;0.002075977;0.002064015;0.002711585;0.002693665;0.002871722;0.002818337;0.003721952;0.00362898;0.003914566;0.003860117;0.000553611;0.000529532;0.000873986;0.000836281;0.000493439;0.000459093;0.000572018;0.000549982;0.003518901;0.003399255;0.004794663;0.004833791;0.00292125;0.002887431;0.00301217;0.002966966
305;0.001753777;0.001696824;0.002547775;0.002548125;0.001317866;0.001273304;0.001436316;0.001447695;0.001894256;0.001853468;0.002066466;0.002024458;0.002652281;0.002650626;0.002827157;0.002790093;0.003651293;0.00354428;0.003822832;0.003745748;0.000529311;0.000508921;0.00085256;0.000817159;0.000486703;0.000451418;0.00058537;0.000530386;0.003450409;0.003345284;0.004708122;0.004791429;0.002851733;0.002811292;0.002955633;0.002912798
307;0.001698553;0.001668697;0.002505043;0.002520385;0.001272345;0.001256569;0.001417414;0.001413231;0.001855678;0.001837643;0.002008374;0.001997594;0.002599901;0.002571168;0.002775839;0.002678265;0.003568595;0.003431301;0.003725264;0.003702136;0.000523632;0.000500863;0.000844097;0.00080982;0.000496754;0.000438758;0.000573629;0.000522762;0.003373489;0.00326038;0.004617207;0.004668619;0.00277803;0.002741019;0.002877066;0.002852225
309;0.001675436;0.001634882;0.00245659;0.002473405;0.001248455;0.001224189;0.00140461;0.001371333;0.001833881;0.001779873;0.001993289;0.001934817;0.002552655;0.002496757;0.002696627;0.002628466;0.00349758;0.003358296;0.003625447;0.003608755;0.000518778;0.000495166;0.000844179;0.000795304;0.000492855;0.000436962;0.000568662;0.000514338;0.003291733;0.003203562;0.004521005;0.00455669;0.002711887;0.002705123;0.002828174;0.002765236
311;0.001649434;0.001613237;0.002388928;0.0024283;0.001235755;0.001199726;0.001369494;0.001350515;0.001802398;0.001757345;0.001943689;0.001929303;0.002500638;0.00244316;0.002627057;0.00258178;0.003431989;0.003320101;0.003560107;0.003567316;0.000505667;0.00047445;0.000825523;0.000769946;0.000476291;0.000423039;0.000556898;0.000514482;0.003241267;0.003152309;0.004449411;0.004492046;0.002662518;0.002632997;0.002784739;0.002737725
313;0.001611765;0.001583444;0.002350734;0.002373835;0.001194194;0.001162861;0.001344784;0.001348293;0.001760079;0.00170363;0.001887009;0.001887335;0.002462181;0.002419126;0.002614567;0.002550407;0.003373368;0.003245364;0.003514238;0.003512072;0.000498209;0.000468624;0.000796476;0.000755303;0.000474039;0.000417267;0.00053656;0.000501331;0.003183369;0.003098597;0.004336238;0.004404083;0.002607428;0.002566619;0.002726683;0.002692403
315;0.00159423;0.001557139;0.002311127;0.002336084;0.00117614;0.001144549;0.001332025;0.001295854;0.001731683;0.001653582;0.001847533;0.001846844;0.002396906;0.00234468;0.002549782;0.002519397;0.003292753;0.003160167;0.003454593;0.003417293;0.000492458;0.000454508;0.000797235;0.000761563;0.000478011;0.000403206;0.000531535;0.000494224;0.003115871;0.003027542;0.004252341;0.004304203;0.002547279;0.002517148;0.002675504;0.002618583
317;0.001534689;0.001504673;0.002284816;0.002293934;0.001170273;0.001108751;0.001290803;0.001295545;0.001651281;0.00164469;0.001838248;0.001804965;0.002325255;0.002268524;0.002480607;0.002449535;0.003190723;0.003102324;0.003398996;0.003308495;0.000479444;0.000446477;0.000784207;0.000729157;0.000457393;0.000389223;0.00052166;0.000478949;0.003025951;0.00295351;0.004176773;0.004222329;0.002506229;0.002446276;0.00263617;0.002558771
319;0.001530502;0.001495874;0.00223294;0.002258292;0.001139489;0.001086292;0.001282369;0.001264498;0.001615383;0.001594981;0.001785887;0.001763738;0.002303567;0.002262708;0.002451239;0.002382673;0.003159165;0.003007556;0.003307002;0.003254061;0.000468557;0.000439953;0.00077321;0.000721006;0.000436625;0.000403141;0.000513235;0.000480031;0.00298261;0.002918565;0.004092383;0.004143305;0.002416449;0.002394178;0.002574236;0.00251022
321;0.001494272;0.001465365;0.002215393;0.002203267;0.001102036;0.001082767;0.00126227;0.001240267;0.001576109;0.00156221;0.001753035;0.001753369;0.002213091;0.002238094;0.002373476;0.002345997;0.003055451;0.002972403;0.003240762;0.003172712;0.000464858;0.000432498;0.000753485;0.000715336;0.000433592;0.000389698;0.000532013;0.000473469;0.00290341;0.002837156;0.004009438;0.004074127;0.002364685;0.0023284;0.00249823;0.002464377
323;0.001458576;0.001438696;0.002150272;0.002154634;0.001093465;0.001054224;0.001226575;0.001205054;0.001584586;0.001547527;0.001719817;0.001712501;0.002211414;0.002161888;0.002350314;0.002301942;0.003001083;0.002893563;0.003153205;0.003125538;0.000449962;0.000419691;0.000759561;0.000701855;0.0004441;0.000383641;0.00050837;0.000457256;0.002851153;0.002760406;0.003925575;0.003969194;0.002332216;0.002275489;0.002453944;0.00243788
325;0.001421576;0.001391774;0.002101796;0.002114645;0.001070898;0.001042137;0.001203252;0.001187389;0.001518349;0.001503289;0.001704626;0.001692537;0.002144412;0.002128383;0.002304456;0.002292769;0.002964233;0.002848259;0.003099588;0.003077132;0.000444074;0.000419089;0.000733867;0.000694602;0.000426498;0.000374885;0.000500387;0.00045211;0.002792652;0.002732967;0.003867468;0.003907529;0.00227271;0.002229672;0.002427486;0.002371905
327;0.001395886;0.001373031;0.00206598;0.002087699;0.001042269;0.00101093;0.00119043;0.001181078;0.001516845;0.001454255;0.001644703;0.001652245;0.002123556;0.002072792;0.002280015;0.002236993;0.002873238;0.002749809;0.003016457;0.003020942;0.000439617;0.000398151;0.000716981;0.000674172;0.000414525;0.000368494;0.000503016;0.000458633;0.002757056;0.002685727;0.00379183;0.003817883;0.002221464;0.002231805;0.002384631;0.002335001
329;0.001378204;0.001358076;0.002037606;0.002031841;0.001037229;0.001006583;0.001169407;0.00116569;0.001478469;0.001406343;0.001638538;0.001619335;0.002080914;0.002053336;0.002213155;0.002201999;0.002800244;0.002741207;0.002975466;0.002943318;0.000429984;0.000399042;0.000715753;0.000661343;0.000423509;0.000354373;0.00047403;0.00043747;0.002680994;0.002616872;0.003716701;0.003761012;0.002156409;0.002156813;0.002333987;0.002297791
331;0.001349142;0.001321827;0.00198473;0.001978079;0.00101818;0.000987956;0.001139519;0.001132934;0.001463171;0.001396638;0.001614423;0.001568943;0.002022541;0.00197267;0.002169997;0.002118637;0.002766842;0.002681553;0.002926485;0.002906448;0.000417924;0.000392013;0.000705181;0.000661016;0.000393253;0.000354845;0.000476562;0.000430102;0.002629402;0.00254926;0.003660395;0.003690927;0.002113273;0.002090367;0.002279673;0.002235604
333;0.001335253;0.001294364;0.001967451;0.001956808;0.000993813;0.000972147;0.001131206;0.001114151;0.001410329;0.001395859;0.001569093;0.001543409;0.00201393;0.00193857;0.00215555;0.002098866;0.002711182;0.002594312;0.002879288;0.002799916;0.000412951;0.000372093;0.000685167;0.000647202;0.000408001;0.000361317;0.000475387;0.00041678;0.00258906;0.002520255;0.003607308;0.003592212;0.002081178;0.002041563;0.002248648;0.002209254
335;0.00130462;0.001271561;0.001911844;0.001909724;0.000962085;0.00094578;0.001112685;0.001098049;0.001396303;0.001344424;0.001547485;0.001525432;0.00192006;0.001925541;0.002094309;0.002062988;0.002627074;0.002526296;0.002807972;0.002781311;0.000411788;0.000363952;0.000686333;0.000621036;0.000408774;0.000354527;0.000475436;0.000423926;0.00252295;0.002445964;0.003518796;0.003562804;0.002025238;0.002016108;0.002193317;0.002164532
337;0.00126715;0.001259677;0.00186087;0.001865998;0.000955612;0.000922039;0.001079448;0.001072087;0.001351028;0.001312401;0.001527992;0.001491909;0.001901507;0.001882565;0.002054667;0.002028063;0.002601346;0.002542887;0.002742647;0.002717877;0.00039746;0.000371016;0.000676178;0.000619935;0.000401438;0.000339938;0.000460278;0.000407615;0.002444551;0.002409725;0.003457093;0.003467069;0.001984232;0.001980958;0.002162862;0.002123946
339;0.001241011;0.001234817;0.001817262;0.001825033;0.000956079;0.000897112;0.001077236;0.00104514;0.001351055;0.001287026;0.001499324;0.001483807;0.001876542;0.00183876;0.002042012;0.001973102;0.0025261;0.002390314;0.00273236;0.002690484;0.000394011;0.000364033;0.00066567;0.000600722;0.000396183;0.000340716;0.00045953;0.0004081;0.00240019;0.002358925;0.003404793;0.003410716;0.001967279;0.001929701;0.002145639;0.002092593
341;0.001218909;0.001207276;0.001789163;0.001791981;0.000926229;0.000878509;0.001041294;0.001043576;0.001311037;0.001265799;0.001466932;0.001457467;0.001820386;0.001794718;0.002006277;0.001960598;0.002490567;0.00237102;0.002700345;0.002611967;0.000371148;0.000350536;0.000638653;0.000606087;0.000382678;0.000327149;0.000448394;0.00039512;0.002368471;0.002314234;0.003331533;0.003337004;0.001892795;0.001864029;0.002081275;0.002038291
343;0.001224236;0.001192373;0.00175829;0.001745001;0.00091495;0.000877002;0.001046347;0.001016457;0.001302094;0.001257846;0.001459014;0.001427347;0.001790075;0.001754237;0.001940259;0.001902907;0.002461557;0.002334582;0.002610671;0.002578431;0.000373202;0.000344863;0.000647728;0.000586788;0.000390681;0.000312931;0.000442911;0.000387764;0.002308729;0.002262956;0.003257489;0.003264976;0.001878631;0.001848975;0.0020564;0.001992355
345;0.001169233;0.001150137;0.001715043;0.001713981;0.000907604;0.000852812;0.001014595;0.001006362;0.001245753;0.001217081;0.001424885;0.00139042;0.001752517;0.001719516;0.001908282;0.00186659;0.002411553;0.002297708;0.002562242;0.002484865;0.000368201;0.000343115;0.000625622;0.000586891;0.000372861;0.000320199;0.000441807;0.00038838;0.002244814;0.002213269;0.003176123;0.003198777;0.001824503;0.001812532;0.002010778;0.001973543
347;0.001152737;0.001149173;0.001672604;0.001670398;0.000878045;0.000823906;0.001009268;0.000981101;0.001229618;0.00120124;0.001375648;0.001366134;0.00173123;0.001667497;0.001887387;0.001829619;0.002329097;0.002221699;0.002502045;0.002462626;0.000366279;0.000329231;0.000614444;0.000559082;0.000369326;0.000319314;0.000440334;0.000387509;0.002219063;0.002185623;0.003131685;0.003146181;0.001803435;0.001770195;0.001960931;0.001938801
349;0.001139831;0.001105076;0.001652362;0.001646694;0.000873522;0.000824002;0.000987141;0.000975662;0.001237986;0.001173186;0.001365946;0.001349882;0.001698802;0.001667154;0.00185254;0.001815266;0.002282668;0.002214733;0.002489293;0.002426523;0.000358178;0.000323131;0.000607145;0.000573353;0.000367336;0.000311372;0.000427175;0.000380907;0.002144456;0.002129815;0.003045397;0.003075578;0.001762492;0.001733472;0.001946425;0.001880937
351;0.001112627;0.001095692;0.001618469;0.001614749;0.00084061;0.000818064;0.000974425;0.000954044;0.001181629;0.001163323;0.0013496;0.001315184;0.001642574;0.001624708;0.001808038;0.001776864;0.002248927;0.002134706;0.002413277;0.002405683;0.000341113;0.000323501;0.000600818;0.000545967;0.000371953;0.000298867;0.000415286;0.000359194;0.00209241;0.002068001;0.003008551;0.002999275;0.001732408;0.001696896;0.001904861;0.001855668
353;0.001095092;0.001065821;0.001580876;0.001579458;0.000835556;0.000795893;0.000955973;0.000935865;0.001178663;0.001132629;0.001325625;0.001290332;0.001631548;0.001591313;0.001762081;0.001746781;0.002219466;0.002133603;0.002366103;0.002333607;0.000351339;0.000309254;0.000593084;0.000526011;0.000364126;0.000306339;0.000415468;0.000366582;0.002064063;0.002048341;0.002935895;0.002966888;0.001687563;0.001659586;0.001866996;0.001843313
355;0.001070361;0.001061226;0.001546121;0.001554895;0.000822194;0.000777835;0.000945105;0.000920856;0.001156456;0.001110181;0.001291395;0.00126438;0.001607879;0.001556212;0.001743349;0.001698656;0.002163678;0.002082118;0.002318904;0.002316036;0.000335876;0.000301405;0.000578594;0.000525436;0.000353592;0.000298958;0.000413446;0.000345754;0.002047038;0.002010781;0.002880342;0.002881128;0.001647245;0.001618743;0.001831532;0.001794322
357;0.001050847;0.00101873;0.001516449;0.001523952;0.000817309;0.000761273;0.000932506;0.000900388;0.001137496;0.001091049;0.001276587;0.001265105;0.001553257;0.001530842;0.001709196;0.001686293;0.002098678;0.002020219;0.00228281;0.002251331;0.000335869;0.000309475;0.000566364;0.000518795;0.000361596;0.000292116;0.000405632;0.000359063;0.002002356;0.001985181;0.002827029;0.002842263;0.001610904;0.001594408;0.001818475;0.001791787
359;0.001035357;0.001001991;0.00149227;0.00150026;0.000785692;0.000755788;0.000910518;0.000891048;0.001120762;0.001067168;0.001268038;0.001239296;0.001529328;0.001475825;0.001657361;0.001667872;0.002073396;0.001962826;0.002263234;0.002196393;0.000330228;0.000302135;0.000560518;0.000512576;0.000347802;0.000291301;0.00040785;0.000360341;0.001959524;0.00192923;0.002748882;0.002791222;0.001572956;0.001549484;0.0017857;0.00173966
361;0.001025751;0.000991605;0.001465152;0.001476399;0.000785454;0.000742785;0.000891016;0.000875088;0.001079645;0.001052614;0.001236175;0.001232133;0.001506201;0.001467707;0.001644193;0.001609021;0.00199187;0.001968552;0.002151339;0.002150153;0.000321935;0.000288889;0.000568028;0.000504982;0.000347117;0.000271008;0.000395432;0.000352743;0.001928063;0.001874858;0.002689216;0.002723728;0.00156013;0.001507147;0.001739841;0.001706399
363;0.001000731;0.000970389;0.001443625;0.001421075;0.000767831;0.000732993;0.000866954;0.000873768;0.001087147;0.001039531;0.001193929;0.001154428;0.001449846;0.001444803;0.001563755;0.001599178;0.001959669;0.001877058;0.002173388;0.002142205;0.000316605;0.000281852;0.000531328;0.000506162;0.000345579;0.000277535;0.000394847;0.000346141;0.001884469;0.00185732;0.002672344;0.002691471;0.001535305;0.001501893;0.001716918;0.00168756
365;0.000970979;0.000954041;0.001432911;0.001415348;0.000761376;0.000717926;0.000878026;0.000851453;0.001027554;0.001023897;0.001193929;0.001180612;0.001429489;0.001426681;0.001585382;0.001550491;0.001931374;0.001857428;0.002120845;0.002064398;0.000309235;0.000281365;0.000539044;0.000498017;0.00034083;0.000271034;0.000400407;0.000330892;0.001835509;0.00183999;0.00261663;0.002647425;0.00148154;0.001466784;0.001687667;0.001656153
367;0.00094087;0.000953703;0.0013966;0.001369669;0.000744742;0.000691569;0.000855777;0.00085171;0.001021581;0.000983618;0.001161042;0.00115616;0.001395425;0.001375471;0.001553303;0.001539385;0.001937904;0.001857116;0.002111894;0.002065269;0.000303874;0.00027481;0.000534293;0.000478406;0.000324728;0.000271635;0.000387999;0.000324166;0.001787689;0.001790536;0.002572256;0.002609726;0.001452916;0.001436968;0.001644453;0.001617942
